file,segment,width,hits_MDM,hits_SYS,hits_COMM_ENERGY,hits_APPS,hits_JOURNAL,hits_EXT,hits_VENDORS,hits_VULN,hits_FLAME,hits_TAMPER_JP,windows
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,198888,0,0,0,1,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,198888,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,198888,0,0,0,2,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,198888,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,202222,0,0,0,1,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,202222,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,202222,0,0,0,2,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,202222,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,205555,0,0,0,1,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,205555,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,205555,0,0,0,2,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,205555,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,208888,0,0,0,1,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,208888,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,208888,0,0,0,2,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,208888,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,212222,0,0,0,1,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,212222,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,212222,0,0,0,2,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,212222,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,215555,0,0,0,1,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,215555,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,215555,0,0,0,2,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,215555,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,218888,0,0,0,1,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,218888,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,218888,0,0,0,2,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,218888,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,head,222222,0,0,0,1,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,mid,222222,0,0,0,2,0,0,0,0,1,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,tail,222222,0,0,0,2,0,0,0,0,0,0,1
xp_amp_app_usage_dnu-2025-06-01-123257.ips,raw,222222,0,0,0,2,0,0,0,0,1,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,222,0,0,0,0,0,0,1,0,0,0,3
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,222,0,0,0,0,0,0,1,0,0,0,3
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,222,0,0,0,0,0,0,1,0,0,0,3
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,222,0,0,0,0,0,0,1,0,0,0,3
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,2222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,2222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,2222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,2222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,5555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,5555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,5555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,5555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,8888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,8888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,8888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,8888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,12222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,12222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,12222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,12222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,15555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,15555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,15555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,15555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,18888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,18888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,18888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,18888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,22222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,22222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,22222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,22222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,25555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,25555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,25555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,25555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,28888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,28888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,28888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,28888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,32222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,32222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,32222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,32222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,35555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,35555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,35555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,35555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,38888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,38888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,38888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,38888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,42222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,42222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,42222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,42222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,45555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,45555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,45555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,45555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,48888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,48888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,48888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,48888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,52222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,52222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,52222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,52222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,55555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,55555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,55555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,55555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,58888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,58888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,58888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,58888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,62222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,62222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,62222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,62222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,65555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,65555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,65555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,65555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,68888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,68888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,68888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,68888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,72222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,72222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,72222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,72222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,75555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,75555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,75555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,75555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,78888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,78888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,78888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,78888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,82222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,82222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,82222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,82222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,85555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,85555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,85555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,85555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,88888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,88888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,88888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,88888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,92222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,92222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,92222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,92222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,95555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,95555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,95555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,95555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,98888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,98888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,98888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,98888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,102222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,102222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,102222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,102222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,105555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,105555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,105555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,105555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,108888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,108888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,108888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,108888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,112222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,112222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,112222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,112222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,115555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,115555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,115555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,115555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,118888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,118888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,118888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,118888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,122222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,122222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,122222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,122222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,125555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,125555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,125555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,125555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,128888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,128888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,128888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,128888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,132222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,132222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,132222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,132222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,135555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,135555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,135555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,135555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,138888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,138888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,138888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,138888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,142222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,142222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,142222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,142222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,145555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,145555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,145555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,145555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,148888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,148888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,148888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,148888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,152222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,152222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,152222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,152222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,155555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,155555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,155555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,155555,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,158888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,158888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,tail,158888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,raw,158888,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,head,162222,0,0,0,0,0,0,1,0,0,0,1
Tajima.zip:不正証拠/viettel_bundle_analysis_report.txt,mid,162222,0,0,0,0,0,0,1,0,0,0,1
